精英,	2331
Year,最高價,日期,最低價,日期,收盤平均價
2000,161.00,4/12,36.20,12/28,104.66
2001,214.00,12/31,38.00,1/02,119.16
2002,242.00,1/29,57.00,12/20,133.71
2003,70.00,1/15,30.80,9/08,42.86
2004,36.70,2/23,10.15,9/21,20.77
2005,27.25,10/07,17.50,4/21,21.51
2006,25.60,1/06,15.40,11/13,19.35
2007,27.35,7/26,11.65,12/21,18.66
2008,16.20,4/17,4.78,11/21,10.46
2009,15.35,12/31,5.60,1/21,11.03
2010,15.90,1/04,10.05,5/25,12.14
2011,12.45,1/27,5.57,12/19,8.75
2012,13.00,7/05,6.22,1/16,9.18
2013,18.00,12/11,9.05,1/02,12.27
2014,28.40,11/06,16.60,1/14,22.38
2015,33.35,3/27,15.40,8/25,25.10
2016,23.00,3/08,10.50,10/18,17.08
2017,25.80,11/02,15.65,1/03,20.85
2018,20.55,1/24,11.75,10/12,16.14
2019,14.40,10/31,10.15,8/15,12.44
