悠克,	6131
Year,最高價,日期,最低價,日期,收盤平均價
2004,58.00,10/06,49.60,10/26,53.45
2005,64.60,3/14,46.60,10/27,54.09
2006,57.00,1/09,34.00,9/15,44.96
2007,56.50,7/13,28.10,12/21,43.32
2008,33.20,4/17,11.05,12/05,21.09
2009,24.80,12/23,11.35,1/21,15.92
2010,27.40,12/22,16.40,6/09,19.85
2011,29.20,1/24,12.00,12/20,19.20
2012,15.30,3/22,10.00,10/31,12.16
2013,12.80,6/07,10.00,12/23,11.23
2014,20.15,7/10,10.50,12/01,15.36
2015,29.90,5/07,8.00,11/25,21.70
2016,14.60,9/22,7.01,2/15,11.22
2017,24.50,11/22,12.45,1/11,16.80
2018,20.80,1/05,13.25,5/14,18.24
