佳和,	1449
Year,最高價,日期,最低價,日期,收盤平均價
2000,14.45,2/21,3.31,11/22,8.33
2001,4.80,2/06,2.17,10/19,3.26
2002,6.20,7/23,2.76,1/17,3.96
2003,4.61,12/25,2.45,5/02,3.41
2004,7.60,2/02,2.85,8/19,4.28
2005,3.98,1/04,1.17,11/29,2.20
2006,5.31,5/09,1.54,1/17,3.33
2007,5.35,7/19,2.25,12/21,3.47
2008,3.96,4/17,0.65,11/24,2.11
2009,2.87,12/22,0.70,2/12,1.69
2010,5.56,8/19,2.31,11/17,3.37
2011,3.85,1/11,2.14,12/30,3.06
2012,3.10,10/30,1.35,5/11,2.08
2013,2.70,4/25,1.50,12/17,1.89
2014,4.20,12/08,1.32,11/03,1.84
2015,9.19,6/25,3.55,2/24,6.02
2016,6.10,2/03,3.50,6/07,4.44
2017,6.80,2/03,4.01,1/06,5.36
