寶成,	9904
Year,最高價,日期,最低價,日期,收盤平均價
2000,79.50,1/11,21.50,11/21,53.99
2001,36.30,3/01,18.80,9/19,25.53
2002,35.50,12/11,19.80,10/07,26.92
2003,43.90,7/29,24.70,4/28,35.22
2004,40.20,2/17,25.50,9/20,31.78
2005,29.10,1/04,19.60,10/24,24.04
2006,37.40,12/29,20.30,1/03,26.43
2007,38.80,1/03,26.00,11/12,33.94
2008,32.50,4/29,12.60,11/21,23.79
2009,26.45,11/17,13.50,2/03,20.37
2010,29.60,11/01,22.00,2/06,26.18
2011,29.25,1/13,20.10,9/26,25.10
2012,32.20,10/19,23.50,4/17,27.24
2013,45.30,12/30,27.45,6/13,32.75
2014,44.75,1/02,29.25,10/17,36.44
2015,53.60,10/06,37.00,7/09,45.00
2016,49.80,8/18,36.10,1/27,42.07
2017,43.95,4/11,36.00,11/30,40.14
2018,39.75,1/29,28.95,10/12,34.91
2019,42.50,10/21,32.00,1/02,38.18
