興采,	4433
Year,最高價,日期,最低價,日期,收盤平均價
2014,42.60,11/06,35.00,11/03,38.73
2015,61.00,06/08,30.50,08/04,44.20
2016,37.30,03/30,24.00,12/30,31.64
2017,29.90,03/21,19.80,12/25,24.80
