沛波,	6248
Year,最高價,日期,最低價,日期,收盤平均價
2003,31.80,11/11,21.40,09/03,25.90
2004,28.80,02/27,12.35,11/03,19.75
2005,22.40,08/11,12.35,01/18,16.51
2006,22.70,01/05,11.60,10/18,15.62
2007,18.60,08/01,13.00,12/18,15.25
2008,15.50,05/16,6.91,11/20,11.72
2009,21.40,12/31,6.20,02/17,12.26
2010,31.75,01/22,11.45,11/03,21.19
2011,14.20,01/11,6.20,12/20,9.67
2012,8.37,03/12,3.61,12/26,5.70
2013,8.97,12/20,3.78,05/27,5.88
2014,31.00,12/12,6.26,04/16,9.18
2015,46.85,04/13,19.45,12/01,34.26
2016,31.75,03/08,19.45,12/07,24.40
2017,29.10,03/15,13.30,12/13,23.47
