東台,	4526
Year,最高價,日期,最低價,日期,收盤平均價
2003,54.50,12/19,37.80,9/15,47.34
2004,65.00,2/17,42.40,12/10,52.37
2005,48.50,1/05,32.05,8/01,40.29
2006,54.30,4/20,40.50,7/20,46.62
2007,52.00,1/02,35.80,12/26,44.54
2008,38.50,5/20,15.60,11/21,29.31
2009,26.05,12/31,14.90,2/02,20.23
2010,44.30,12/24,23.70,2/08,30.54
2011,53.30,4/20,22.35,9/26,37.43
2012,33.55,3/26,20.20,11/22,25.55
2013,29.65,10/11,21.80,1/17,24.44
2014,37.00,7/04,25.05,10/27,30.59
2015,36.40,3/10,19.10,8/24,26.38
2016,26.35,3/17,20.50,11/14,23.23
2017,23.50,2/06,20.00,5/12,21.11
