光磊,	2340
Year,最高價,日期,最低價,日期,收盤平均價
2000,76.00,4/14,14.20,12/30,45.65
2001,37.00,3/28,8.95,9/21,20.21
2002,29.80,4/04,11.50,12/24,18.47
2003,14.90,6/20,8.70,5/02,11.19
2004,14.20,3/03,4.76,12/24,9.20
2005,13.20,7/20,4.21,1/14,8.19
2006,20.80,12/15,10.40,2/23,14.43
2007,45.45,10/24,18.10,1/11,26.96
2008,34.95,5/23,6.71,11/21,21.52
2009,30.35,11/24,10.15,1/10,23.32
2010,31.60,1/19,19.50,11/16,23.54
2011,22.70,1/13,9.86,12/19,16.12
2012,15.85,2/23,10.60,10/29,12.58
2013,13.35,3/11,10.95,8/28,11.90
2014,17.55,3/18,11.60,10/16,14.57
2015,14.65,4/17,6.80,8/25,11.50
2016,15.00,12/05,8.81,1/18,12.04
2017,26.50,11/29,13.50,1/16,18.06
2018,36.50,6/22,14.30,10/25,22.23
2019,27.80,12/17,17.20,1/04,22.81
