和益,	1709
Year,最高價,日期,最低價,日期,收盤平均價
2000,31.90,2/22,10.05,11/20,20.12
2001,14.75,4/27,9.85,7/05,11.32
2002,19.30,4/23,11.10,1/04,13.68
2003,19.10,3/31,13.00,2/26,16.08
2004,19.30,2/11,11.40,12/27,13.24
2005,12.50,6/27,10.00,4/21,10.91
2006,14.00,5/15,10.65,1/19,11.80
2007,18.45,7/19,11.50,12/18,13.35
2008,21.70,5/22,8.92,10/28,12.95
2009,14.70,12/31,9.68,3/03,11.73
2010,19.80,8/23,12.60,2/06,15.54
2011,24.80,7/29,15.65,3/15,18.71
2012,23.00,2/21,15.80,11/01,19.47
2013,16.70,1/10,13.65,9/11,14.76
2014,15.75,2/20,11.35,12/01,14.05
2015,16.20,12/03,11.30,8/25,13.51
2016,18.15,7/27,13.80,1/18,16.37
2017,21.00,4/07,16.85,1/19,18.93
2018,19.25,8/20,14.75,12/26,18.00
