零壹,	3029
Year,最高價,日期,最低價,日期,收盤平均價
2002,17.60,8/27,12.00,10/07,14.41
2003,15.00,3/18,11.10,8/29,13.01
2004,19.90,4/06,7.40,10/27,12.11
2005,14.60,6/10,6.55,1/13,10.87
2006,13.20,6/01,8.01,4/12,9.70
2007,16.10,6/25,7.80,12/21,11.60
2008,14.30,5/26,5.00,11/21,8.92
2009,24.80,12/16,5.65,2/25,10.21
2010,43.20,4/07,21.60,1/08,31.42
2011,29.90,1/07,13.10,12/20,21.99
2012,23.75,3/02,11.80,11/21,16.50
2013,19.70,12/19,12.90,7/05,14.94
2014,21.20,4/01,13.30,10/16,17.08
2015,29.55,7/14,13.65,8/25,19.35
2016,20.20,3/09,15.10,1/18,17.36
2017,22.40,9/19,17.00,5/10,18.96
