胡連,	6279
Year,最高價,日期,最低價,日期,收盤平均價
2003,43.20,12/02,37.40,11/26,41.43
2004,44.00,04/13,35.40,12/10,40.52
2005,41.70,03/09,29.60,11/15,35.21
2006,43.00,04/28,32.25,03/06,35.91
2007,68.10,07/25,35.10,12/21,45.10
2008,43.00,05/12,20.00,12/29,33.62
2009,75.00,10/02,20.00,01/12,61.30
2010,108.00,04/28,54.30,02/06,80.53
2011,85.00,05/20,40.00,09/26,68.96
2012,61.50,04/12,45.00,11/22,53.08
2013,101.00,10/16,46.65,01/21,82.27
2014,130.00,09/03,82.90,01/10,107.81
2015,161.00,06/02,92.40,08/25,135.18
2016,172.00,04/21,116.50,01/07,146.66
2017,193.00,05/16,141.00,01/13,168.41
