宏盛,	2534
Year,最高價,日期,最低價,日期,收盤平均價
2000,38.50,2/09,7.25,12/28,19.63
2001,14.10,2/21,4.50,12/03,7.76
2002,10.85,4/25,3.58,10/08,6.04
2003,19.50,10/15,3.71,3/13,8.11
2004,27.00,3/16,12.40,5/11,17.15
2005,25.90,12/26,14.20,2/21,18.39
2006,30.40,5/10,18.20,3/24,23.17
2007,28.30,7/26,20.00,12/18,24.35
2008,36.80,4/21,5.50,11/21,20.11
2009,16.90,5/26,5.90,3/03,12.60
2010,21.75,1/19,15.35,5/25,17.95
2011,21.45,1/06,11.60,12/20,15.87
2012,17.70,9/24,12.70,1/13,15.21
2013,30.30,7/25,16.80,1/02,23.86
2014,25.05,1/02,17.50,10/17,20.75
2015,22.40,4/30,13.10,8/25,17.95
2016,19.15,12/30,13.40,1/28,16.23
2017,26.20,12/21,18.30,1/03,21.11
2018,42.25,6/26,24.05,10/26,31.89
