東友,	5438
Year,最高價,日期,最低價,日期,收盤平均價
2000,64.00,06/17,10.55,12/27,25.96
2001,72.50,12/31,11.95,01/03,35.91
2002,84.50,01/22,44.80,12/25,66.10
2003,52.00,01/09,36.40,04/28,43.72
2004,50.00,01/13,24.30,08/04,34.65
2005,41.90,07/28,25.70,01/20,30.70
2006,45.90,12/29,27.40,07/20,32.12
2007,73.50,08/03,35.35,12/20,52.95
2008,41.50,01/03,14.30,11/20,28.53
2009,34.00,09/22,14.65,02/23,22.56
2010,33.90,08/02,23.40,02/06,29.11
2011,26.35,01/03,12.90,10/04,21.06
2012,16.50,02/13,10.40,11/22,13.97
2013,14.90,11/28,8.75,08/01,12.83
2014,19.50,06/19,12.15,04/28,15.97
2015,15.20,01/29,9.01,08/25,13.07
2016,15.45,03/10,11.45,11/04,13.37
2017,17.85,11/07,13.10,01/06,15.51
