怡利電,	2497
Year,最高價,日期,最低價,日期,收盤平均價
2002,62.50,3/19,25.00,8/07,37.33
2003,37.90,7/29,20.00,4/30,25.87
2004,27.80,4/06,13.80,10/27,18.45
2005,18.25,12/29,12.50,10/03,14.27
2006,24.75,12/26,17.25,6/21,19.04
2007,91.00,8/10,22.00,1/31,46.66
2008,49.90,1/02,10.10,10/28,26.38
2009,27.50,10/14,11.80,1/16,17.69
2010,25.30,1/04,18.10,2/09,21.75
2011,36.05,5/19,17.30,10/03,25.62
2012,43.30,3/16,19.15,1/12,32.09
2013,71.30,12/04,25.40,1/28,38.23
2014,86.80,4/10,50.20,10/27,67.79
2015,77.30,1/28,34.20,8/25,54.92
2016,44.10,3/22,28.90,5/12,33.04
2017,39.70,4/12,27.20,8/28,31.16
