台新金,	2887
Year,最高價,日期,最低價,日期,收盤平均價
2002,20.50,5/08,12.65,10/11,16.57
2003,26.80,12/15,15.50,4/28,19.53
2004,33.50,4/21,21.40,8/09,28.16
2005,30.60,3/07,16.40,11/07,24.11
2006,23.45,5/05,14.60,9/08,18.30
2007,21.30,1/03,11.85,12/20,16.58
2008,16.50,4/17,3.64,10/28,10.86
2009,14.80,10/01,4.30,3/03,10.16
2010,17.60,12/31,9.91,2/08,13.20
2011,18.30,1/04,9.30,12/20,14.62
2012,12.65,3/15,9.99,1/09,11.27
2013,15.00,11/25,11.40,1/17,13.25
2014,16.55,7/29,12.15,12/17,14.52
2015,14.30,4/28,10.00,8/25,12.62
2016,13.45,8/19,9.91,1/18,11.76
2017,14.45,8/09,11.70,1/10,13.10
