得利影,	6144
Year,最高價,日期,最低價,日期,收盤平均價
2002,28.20,01/31,12.60,12/30,18.87
2003,13.70,01/15,9.65,12/31,11.12
2004,15.00,06/10,8.20,12/01,10.72
2005,10.50,10/04,8.00,10/27,9.08
2006,12.35,12/29,7.40,09/12,9.18
2007,14.00,07/23,9.90,03/03,11.82
2008,13.95,01/22,4.29,11/28,9.75
2009,11.55,06/01,5.14,02/19,7.92
2010,17.70,04/23,6.30,01/12,12.46
2011,13.50,03/15,8.42,09/20,11.16
2012,12.45,06/28,8.58,01/17,10.56
2013,13.50,12/24,9.36,09/26,11.24
2014,13.55,01/20,10.40,12/15,12.15
2015,11.30,01/06,8.43,12/15,9.98
2016,10.25,12/19,7.57,07/12,8.57
2017,12.60,03/06,9.00,04/27,10.24
