金像電,	2368
Year,最高價,日期,最低價,日期,收盤平均價
2000,73.00,4/10,19.40,10/19,44.93
2001,30.00,3/27,7.00,10/09,17.91
2002,18.10,4/19,5.90,12/31,10.89
2003,16.70,7/08,5.90,1/02,10.73
2004,18.50,4/16,11.40,5/18,14.40
2005,18.90,12/19,11.60,5/03,15.10
2006,24.85,12/14,16.80,1/23,20.32
2007,34.50,11/07,22.15,1/04,27.62
2008,29.05,1/02,5.43,11/21,16.42
2009,13.95,12/31,6.06,2/02,10.76
2010,15.00,12/24,9.90,5/25,11.54
2011,14.50,3/01,5.87,12/20,10.89
2012,9.65,3/16,5.15,11/16,6.82
2013,7.98,5/31,5.47,4/16,6.56
2014,19.20,12/08,7.10,1/02,10.59
2015,23.20,1/23,6.84,8/25,13.96
2016,13.10,9/26,6.35,5/13,9.76
2017,12.40,3/27,8.70,8/14,10.54
2018,17.20,9/05,8.15,2/09,10.84
2019,17.45,12/30,10.60,5/21,13.65
