福裕,	4513
Year,最高價,日期,最低價,日期,收盤平均價
2000,31.90,04/19,4.30,12/22,16.53
2001,14.40,05/25,4.99,11/22,8.42
2002,7.20,04/25,4.40,10/17,5.71
2003,11.35,12/26,5.50,02/27,8.01
2004,18.30,04/16,11.10,01/02,14.11
2005,13.90,07/22,10.60,10/13,12.23
2006,15.90,11/24,11.50,07/11,13.18
2007,29.00,04/26,15.30,01/05,24.25
2008,27.00,02/22,8.75,11/18,18.12
2009,12.75,08/19,8.10,03/06,10.72
2010,17.70,08/24,9.41,02/09,14.08
2011,19.60,04/15,9.96,09/29,16.40
2012,16.10,02/08,8.24,11/19,12.98
2013,12.85,02/19,8.86,01/02,10.81
2014,13.85,02/27,9.66,01/03,11.94
2015,13.30,04/17,8.26,08/25,11.54
2016,11.60,03/23,8.86,11/14,10.29
2017,10.30,09/18,8.51,06/05,9.46
