力成,	6239
Year,最高價,日期,最低價,日期,收盤平均價
2004,76.00,11/22,64.00,12/03,69.05
2005,114.50,7/28,67.00,1/18,92.57
2006,144.50,12/22,75.50,7/20,101.25
2007,170.00,7/26,100.50,12/18,128.91
2008,128.00,5/16,36.80,11/21,89.35
2009,110.50,12/24,44.50,1/21,76.93
2010,119.00,4/06,86.50,5/25,101.44
2011,112.00,3/04,60.60,8/22,86.58
2012,82.50,2/08,37.65,11/20,55.99
2013,59.60,7/03,40.00,11/22,50.68
2014,57.90,5/30,40.20,2/05,50.40
2015,74.90,10/30,48.15,8/24,60.14
2016,92.50,10/25,62.50,5/13,75.91
2017,105.50,7/20,82.90,1/19,91.31
