永光,	1711
Year,最高價,日期,最低價,日期,收盤平均價
2000,26.40,2/25,6.35,11/21,15.87
2001,13.65,3/15,6.50,7/17,9.01
2002,12.20,4/23,7.70,1/02,9.76
2003,13.50,1/23,8.20,5/02,10.52
2004,15.20,3/05,10.50,5/18,12.06
2005,12.85,1/04,8.41,9/26,9.82
2006,18.05,12/29,9.20,1/02,11.63
2007,46.70,7/26,15.45,1/11,23.46
2008,22.90,1/02,8.10,11/21,16.09
2009,37.10,12/07,8.51,3/03,17.81
2010,42.20,9/15,24.10,2/03,31.73
2011,36.40,1/17,13.85,12/20,23.89
2012,23.40,2/14,15.70,1/16,19.00
2013,27.95,11/01,19.75,7/15,22.23
2014,37.80,7/22,23.05,12/01,28.73
2015,31.20,3/27,14.55,8/24,23.07
2016,22.30,4/19,18.10,1/07,20.34
2017,22.40,3/16,16.65,8/14,19.26
