新利虹,	2443
Year,最高價,日期,最低價,日期,收盤平均價
2001,26.70,3/27,7.60,10/05,15.68
2002,20.90,4/08,7.40,12/20,12.16
2003,24.40,7/15,5.90,5/02,13.26
2004,19.30,2/23,4.91,12/06,10.80
2005,7.28,6/09,2.76,10/27,4.87
2006,8.19,12/20,2.79,9/07,4.64
2007,14.55,7/10,5.70,3/02,9.86
2008,9.28,1/02,1.60,11/21,4.72
2009,8.41,12/31,1.70,2/02,4.24
2010,10.30,1/20,4.95,11/17,6.74
2011,5.40,1/25,2.17,8/19,3.34
2012,3.48,2/16,1.71,10/30,2.33
2013,8.00,12/17,1.24,4/11,2.96
2014,14.10,4/11,6.57,1/15,10.38
2015,15.60,5/27,4.76,8/10,10.53
2016,9.28,4/19,5.80,12/06,7.26
2017,8.25,6/08,5.88,5/23,6.69
2018,8.54,6/07,4.45,12/28,5.93
2019,4.60,2/26,2.48,10/15,3.44
