安鈦克,	6276
Year,最高價,日期,最低價,日期,收盤平均價
2003,18.80,10/30,15.40,12/30,16.68
2004,16.20,01/30,7.80,08/18,11.99
2005,11.00,03/04,6.00,11/24,8.07
2006,13.20,11/30,6.70,08/25,8.03
2007,18.35,12/24,9.80,03/09,13.47
2008,22.30,04/30,1.91,12/29,10.08
2009,7.37,12/31,1.91,01/09,4.06
2010,10.75,05/20,5.48,11/16,8.42
2011,24.25,11/17,5.63,03/17,13.36
2012,49.80,08/29,16.10,05/08,27.46
2013,46.90,05/09,23.80,09/30,35.97
2014,31.10,01/02,15.50,12/02,23.23
2015,22.00,02/09,6.00,08/26,15.77
2016,9.10,12/20,4.90,06/24,6.68
2017,16.80,07/04,7.51,01/10,12.65
