合晶,	6182
Year,最高價,日期,最低價,日期,收盤平均價
2002,17.10,05/17,7.90,11/18,11.31
2003,15.30,06/20,8.05,01/06,12.22
2004,19.30,03/19,12.20,09/20,14.88
2005,40.80,07/28,12.40,02/14,22.38
2006,72.60,12/29,28.00,02/23,48.35
2007,251.00,07/25,67.50,01/15,148.00
2008,181.00,01/02,35.60,12/03,106.15
2009,70.00,07/28,38.05,03/03,54.95
2010,60.50,01/04,37.95,05/25,49.98
2011,58.50,03/17,14.15,11/24,43.93
2012,29.50,02/23,11.15,11/01,21.49
2013,18.40,03/12,11.00,08/28,15.55
2014,19.45,01/13,11.00,10/16,15.90
2015,16.45,03/10,7.30,08/25,12.91
2016,14.45,12/30,8.22,05/13,11.35
2017,48.60,11/27,13.55,01/13,29.13
