一零四,	3130
Year,最高價,日期,最低價,日期,收盤平均價
2006,296.00,5/10,161.00,7/24,206.90
2007,217.00,1/26,99.00,12/18,158.47
2008,141.50,5/06,56.50,11/20,99.51
2009,92.80,12/10,59.90,2/27,73.31
2010,146.50,3/25,82.40,2/06,112.58
2011,122.00,1/24,79.00,9/23,99.23
2012,91.30,2/04,66.20,8/30,76.06
2013,109.50,11/29,76.00,1/11,90.06
2014,186.50,12/16,106.50,1/07,122.24
2015,194.50,3/26,130.00,8/25,151.94
2016,158.00,8/18,134.00,7/28,139.15
2017,171.50,5/23,138.00,1/18,151.47
2018,185.00,5/09,149.00,12/25,169.20
2019,173.50,7/05,150.00,1/03,166.60
