興泰,	1235
Year,最高價,日期,最低價,日期,收盤平均價
2000,8.80,10/09,6.80,11/21,7.78
2001,16.50,12/13,7.70,1/02,11.71
2002,26.00,4/22,13.30,8/06,17.29
2003,24.80,4/14,17.50,1/02,20.88
2004,26.60,3/31,12.80,12/15,19.39
2005,15.00,3/01,12.20,8/22,13.34
2006,16.40,12/29,13.30,7/05,14.20
2007,23.70,9/21,15.00,2/02,19.29
2008,45.70,4/14,22.15,1/03,33.28
2009,38.15,4/28,29.75,1/21,33.46
2010,91.10,8/25,31.60,4/15,40.06
2011,39.20,1/04,21.90,12/19,28.10
2012,33.00,2/23,22.05,5/17,24.90
2013,30.45,10/11,24.00,7/19,25.19
2014,52.50,7/17,20.05,10/17,32.85
2015,28.60,3/10,16.10,8/25,20.70
2016,31.95,9/19,18.40,1/27,24.73
2017,40.80,12/25,26.65,4/17,31.37
