台航,	2617
Year,最高價,日期,最低價,日期,收盤平均價
2000,19.80,2/15,5.60,11/21,12.00
2001,11.40,12/19,6.40,7/19,7.79
2002,16.00,12/25,10.20,1/02,12.71
2003,24.80,10/08,13.10,4/28,17.71
2004,33.00,10/12,19.40,5/18,25.98
2005,29.40,3/07,15.80,10/20,22.15
2006,25.35,12/29,16.25,1/23,20.13
2007,103.00,10/12,25.40,1/02,47.90
2008,93.40,5/20,26.60,10/28,53.37
2009,77.30,6/02,36.80,3/03,50.84
2010,49.40,1/06,35.00,2/06,39.34
2011,37.60,1/04,24.05,8/09,31.15
2012,34.60,2/29,22.25,10/29,28.25
2013,30.60,9/26,20.95,7/03,24.36
2014,28.30,1/02,20.05,12/02,22.57
2015,22.45,1/07,11.15,8/25,16.73
2016,16.50,3/09,11.30,11/09,12.69
2017,18.45,12/05,12.30,1/05,14.26
2018,23.45,10/16,14.40,2/09,17.83
