立衛,	5344
Year,最高價,日期,最低價,日期,收盤平均價
2000,35.00,04/12,7.60,12/21,17.87
2001,16.30,02/20,2.83,10/31,7.89
2002,12.00,04/01,2.25,10/24,4.96
2003,9.50,10/27,4.60,05/05,6.58
2004,15.20,04/14,3.00,09/22,7.03
2005,3.27,03/10,0.76,11/24,2.01
2006,7.90,12/29,1.54,01/02,3.96
2007,16.60,12/24,6.58,02/05,8.57
2008,21.50,05/19,8.25,10/29,13.54
2009,25.40,12/31,9.10,01/09,18.82
2010,27.15,01/04,16.00,11/08,21.05
2011,18.65,03/03,8.05,12/21,15.68
2012,16.80,07/04,8.38,01/02,13.69
2013,15.35,05/07,8.76,11/11,12.83
2014,12.80,03/18,6.73,12/01,10.90
2015,9.35,03/10,4.80,08/26,7.26
2016,6.54,01/07,4.73,05/13,5.58
2017,8.91,03/27,5.46,01/18,7.42
