富強鑫,	6603
Year,最高價,日期,最低價,日期,收盤平均價
2004,22.00,08/19,13.80,10/26,17.76
2005,14.60,01/06,6.51,11/03,10.51
2006,9.05,08/07,6.00,11/02,7.19
2007,14.05,07/10,7.66,01/17,10.96
2008,12.30,04/18,6.10,12/23,9.47
2009,15.70,09/09,5.56,03/03,12.47
2010,36.20,04/26,9.65,02/06,25.94
2011,26.85,01/07,13.10,12/19,20.34
2012,22.00,03/15,11.25,11/22,16.96
2013,20.50,04/03,11.50,01/10,15.90
2014,16.00,01/16,11.50,12/01,14.26
2015,16.45,06/02,9.77,08/24,13.21
2016,11.95,08/30,9.48,01/14,10.76
2017,18.20,12/29,10.70,01/05,14.23
