藍天,	2362
Year,最高價,日期,最低價,日期,收盤平均價
2000,34.20,2/21,3.92,12/27,17.56
2001,19.90,4/25,4.18,1/02,12.14
2002,23.90,4/03,8.60,12/20,15.13
2003,16.30,7/15,8.90,4/01,12.26
2004,20.10,3/05,9.50,11/30,13.93
2005,13.20,7/06,8.70,10/31,10.78
2006,31.85,12/29,9.02,1/23,14.98
2007,63.10,8/13,26.60,1/15,41.21
2008,60.00,3/25,16.30,11/21,40.48
2009,53.80,12/31,24.90,2/02,40.08
2010,76.50,4/26,51.90,1/05,66.26
2011,69.00,1/04,42.10,11/24,55.13
2012,53.50,2/15,34.05,11/21,42.96
2013,65.00,11/15,34.80,1/08,52.88
2014,68.90,1/02,47.85,12/17,55.54
2015,49.65,1/05,26.00,8/25,38.84
2016,33.90,3/04,24.50,5/16,28.88
2017,33.55,11/10,26.70,7/17,28.51
2018,36.65,6/04,23.50,10/30,30.24
2019,41.95,11/11,27.30,5/28,31.82
