光群雷,	2461
Year,最高價,日期,最低價,日期,收盤平均價
2001,47.10,12/18,23.00,9/24,34.19
2002,62.50,3/25,34.00,10/11,45.76
2003,55.00,1/24,17.50,11/03,31.92
2004,28.80,4/06,14.50,8/18,20.89
2005,24.50,3/09,12.20,10/27,17.72
2006,36.70,12/27,13.90,2/17,21.52
2007,48.00,8/08,25.60,12/18,35.73
2008,30.30,1/02,8.60,11/21,19.72
2009,28.30,11/27,9.75,2/23,15.31
2010,26.75,3/29,18.50,2/06,22.40
2011,21.25,1/17,9.35,9/26,13.61
2012,12.75,9/25,9.07,6/04,10.83
2013,22.35,5/20,11.60,1/17,16.46
2014,20.65,1/15,14.20,10/27,17.06
2015,17.30,1/09,12.55,7/27,14.85
2016,20.20,12/21,12.60,1/22,15.19
2017,19.70,11/30,14.10,5/18,15.94
