華園,	2702
Year,最高價,日期,最低價,日期,收盤平均價
2000,28.70,2/18,7.85,11/20,16.11
2001,14.10,2/07,6.40,10/04,8.77
2002,11.35,4/30,6.45,10/04,8.15
2003,11.90,1/17,5.10,5/20,7.75
2004,20.00,2/17,8.15,8/18,11.00
2005,34.50,6/27,10.75,4/19,22.86
2006,43.95,5/05,21.60,3/28,31.77
2007,44.00,2/09,25.50,12/20,34.24
2008,43.95,3/24,10.75,11/21,27.01
2009,42.50,6/01,14.30,2/03,28.08
2010,33.70,1/05,23.80,5/25,28.79
2011,31.00,1/03,18.55,12/20,25.30
2012,23.40,3/03,17.50,6/15,20.19
2013,21.55,7/17,18.10,8/28,19.35
2014,19.95,7/08,15.75,10/27,17.65
2015,17.15,4/30,13.00,8/24,15.65
2016,18.25,8/04,15.05,1/07,16.42
2017,16.80,8/04,13.30,11/01,15.28
2018,35.75,7/27,13.95,6/01,17.96
