統振,	6170
Year,最高價,日期,最低價,日期,收盤平均價
2002,85.00,05/02,51.00,06/20,63.36
2003,77.00,07/16,51.50,12/30,57.45
2004,54.50,03/08,19.40,10/18,34.57
2005,28.65,03/14,16.30,09/28,21.67
2006,28.90,03/01,18.25,10/18,22.98
2007,58.70,08/13,19.70,12/21,36.26
2008,41.85,06/09,17.30,02/12,25.99
2009,41.80,12/31,18.50,01/21,31.83
2010,42.00,01/04,19.50,05/26,27.73
2011,28.60,06/10,16.20,11/24,23.62
2012,27.80,03/03,12.60,11/22,20.58
2013,14.95,01/02,9.46,07/11,11.80
2014,16.30,02/14,10.70,09/26,13.20
2015,13.80,01/21,6.00,08/25,11.05
2016,12.60,04/22,8.52,01/18,10.87
2017,15.65,10/13,8.69,05/10,12.06
