東元,	1504
Year,最高價,日期,最低價,日期,收盤平均價
2000,52.50,3/28,16.30,12/28,32.43
2001,22.70,2/05,8.85,9/19,14.31
2002,16.80,3/13,8.10,10/08,11.96
2003,14.70,1/16,9.00,4/30,11.31
2004,16.50,3/05,9.00,8/18,11.43
2005,10.60,1/04,8.15,4/21,9.30
2006,17.35,12/26,9.40,1/02,11.56
2007,20.30,7/11,14.40,1/11,17.36
2008,22.00,4/16,6.98,10/29,14.60
2009,15.80,6/02,9.01,3/03,12.96
2010,20.15,11/10,11.80,2/09,15.40
2011,22.80,8/04,15.30,9/26,18.88
2012,22.50,3/05,17.75,1/06,20.08
2013,35.20,12/23,22.15,1/02,29.01
2014,41.40,8/05,28.20,12/18,33.82
2015,33.00,2/25,21.70,8/24,27.40
2016,29.00,7/19,23.50,1/21,26.74
2017,31.85,3/31,27.10,9/29,28.69
2018,29.15,1/26,16.60,11/26,22.64
2019,27.65,11/08,16.95,1/07,23.21
