建國,	5515
Year,最高價,日期,最低價,日期,收盤平均價
2003,22.90,11/10,18.70,10/09,20.33
2004,28.30,3/10,13.40,8/18,18.53
2005,18.50,1/03,10.80,10/20,12.76
2006,17.60,12/05,11.65,8/29,14.02
2007,44.40,7/18,16.00,1/11,25.68
2008,32.50,4/16,9.35,10/28,19.82
2009,25.15,5/26,13.70,1/21,18.52
2010,20.15,1/11,15.50,2/06,17.29
2011,18.90,7/27,12.30,12/20,15.64
2012,16.85,3/19,12.40,6/04,14.13
2013,16.35,6/04,13.50,4/16,14.35
2014,14.20,4/21,11.25,12/01,12.91
2015,12.20,4/27,7.61,8/25,10.46
2016,9.19,3/25,8.10,11/14,8.61
2017,12.40,10/12,8.40,1/19,9.73
2018,12.30,4/27,9.15,10/30,11.11
2019,11.25,4/01,9.44,1/25,10.16
