欣雄,	8908
Year,最高價,日期,最低價,日期,收盤平均價
2000,10.00,02/17,4.00,12/26,6.47
2001,4.63,02/26,2.98,10/05,3.82
2002,5.70,04/26,3.58,01/02,4.47
2003,12.00,03/27,4.20,01/03,8.45
2004,15.80,12/15,9.40,01/14,13.25
2005,21.00,07/05,13.70,09/29,16.59
2006,17.20,02/06,12.95,11/15,14.64
2007,21.65,09/27,12.95,03/30,14.75
2008,19.25,05/23,10.15,10/13,14.42
2009,17.75,11/19,10.80,03/04,12.87
2010,22.05,04/29,14.00,02/08,18.53
2011,25.15,08/30,17.85,01/27,20.87
2012,27.35,08/27,20.05,01/31,23.79
2013,43.80,12/06,26.10,01/02,36.93
2014,46.40,01/21,36.65,08/04,40.25
2015,41.65,07/13,33.40,12/21,36.93
2016,35.25,06/24,27.55,12/02,30.93
2017,31.25,12/26,27.15,09/26,29.32
