金可-KY,	8406
Year,最高價,日期,最低價,日期,收盤平均價
2012,396.00,10/15,209.00,04/27,311.35
2013,648.00,12/09,327.50,01/02,512.41
2014,624.00,03/13,300.50,11/21,454.42
2015,460.00,12/21,270.00,08/04,363.56
2016,444.50,01/04,277.00,10/14,334.41
2017,338.50,01/03,167.00,12/08,234.34
