新天地,	8940
Year,最高價,日期,最低價,日期,收盤平均價
2009,30.80,5/15,20.00,8/28,22.98
2010,38.80,6/24,20.40,2/08,29.52
2011,34.85,6/23,21.40,12/20,27.53
2012,31.20,3/05,23.20,11/06,25.78
2013,25.85,2/04,21.50,11/15,23.45
2014,26.60,2/07,17.70,12/02,21.52
2015,22.60,1/05,11.75,8/24,17.17
2016,19.40,6/07,13.85,4/11,15.13
2017,15.55,6/05,13.35,5/10,14.08
2018,14.95,3/28,12.35,11/23,13.53
2019,16.80,8/01,11.40,11/12,12.50
