榮群,	8034
Year,最高價,日期,最低價,日期,收盤平均價
2004,22.40,05/06,9.25,08/09,13.47
2005,23.40,07/14,11.40,09/28,17.12
2006,16.60,01/03,11.65,09/15,13.50
2007,23.10,04/02,8.36,12/19,14.69
2008,12.90,05/20,4.92,10/27,8.41
2009,15.35,10/05,6.23,01/06,11.89
2010,13.80,04/13,6.10,11/09,10.97
2011,7.95,03/04,4.22,08/23,6.13
2012,6.80,12/22,4.51,01/16,5.75
2013,10.50,09/26,5.46,04/16,8.06
2014,13.30,03/19,6.76,12/01,10.81
2015,11.70,04/07,5.11,08/25,9.02
2016,7.19,03/15,5.05,05/20,6.07
2017,14.75,11/22,6.17,01/04,11.84
