志信,	2611
Year,最高價,日期,最低價,日期,收盤平均價
2000,20.50,2/15,6.65,11/20,11.51
2001,9.05,2/21,4.00,10/31,5.97
2002,9.40,4/26,4.99,1/02,7.38
2003,9.00,1/16,6.00,5/02,7.15
2004,11.75,2/11,6.50,8/18,8.52
2005,9.55,6/23,7.21,10/19,8.18
2006,20.25,12/11,7.70,1/19,12.03
2007,26.00,7/18,15.30,12/18,19.85
2008,26.65,4/15,10.05,11/19,17.79
2009,16.75,4/13,10.20,1/16,13.50
2010,18.75,4/23,11.40,5/25,14.16
2011,15.95,1/03,9.10,11/25,12.29
2012,17.05,3/03,10.00,1/16,14.32
2013,16.10,4/02,10.40,11/21,13.62
2014,11.75,12/31,8.08,10/27,10.33
2015,13.80,1/07,6.57,8/25,9.38
2016,8.14,3/08,6.58,11/09,7.24
2017,7.69,2/03,6.64,7/12,7.01
