金麗科,	3228
Year,最高價,日期,最低價,日期,收盤平均價
2005,29.10,03/10,15.00,11/24,19.68
2006,236.00,12/19,20.80,01/10,92.98
2007,343.00,07/09,85.80,11/12,203.17
2008,175.00,06/05,40.00,12/05,92.20
2009,77.50,05/26,42.90,01/21,59.36
2010,96.50,07/12,40.60,02/08,70.44
2011,54.80,01/28,16.40,11/24,38.96
2012,32.25,02/21,16.10,10/31,23.21
2013,29.50,06/25,16.90,04/09,23.74
2014,41.25,07/04,24.00,04/28,32.56
2015,39.90,03/16,18.60,09/04,30.33
2016,22.95,01/05,14.00,05/16,17.56
2017,25.00,07/03,14.00,03/28,19.45
