中鴻,	2014
Year,最高價,日期,最低價,日期,收盤平均價
2000,15.00,2/21,1.53,11/22,6.68
2001,3.83,2/14,0.36,12/05,1.86
2002,10.80,12/11,0.65,1/09,5.36
2003,18.00,2/07,6.45,1/02,13.56
2004,24.10,10/12,12.00,5/18,16.37
2005,22.30,3/01,7.19,12/15,14.30
2006,20.00,10/17,7.30,1/24,13.52
2007,19.85,10/08,12.50,8/17,16.91
2008,29.50,5/20,8.52,11/21,18.81
2009,16.90,12/31,9.91,4/29,12.50
2010,18.50,1/11,12.30,7/19,14.67
2011,19.35,2/09,8.00,12/20,13.93
2012,12.40,3/02,7.20,9/06,8.72
2013,10.90,1/10,7.90,6/21,8.73
2014,8.79,1/15,7.05,12/01,7.84
2015,7.47,1/12,3.55,8/25,5.57
2016,10.95,11/30,4.54,1/15,6.76
2017,13.15,2/10,8.22,5/09,10.72
