潤隆,	1808
Year,最高價,日期,最低價,日期,收盤平均價
2000,7.70,2/17,1.78,10/18,5.07
2001,4.70,12/11,1.24,5/18,2.12
2002,10.05,5/08,2.98,2/27,5.32
2003,7.65,10/01,3.60,2/12,5.83
2004,17.10,10/20,4.47,7/09,9.28
2005,24.30,12/29,10.15,5/31,12.36
2006,93.90,5/05,19.00,1/10,44.38
2007,50.60,4/02,22.15,12/24,39.07
2008,41.00,3/31,10.45,11/21,24.33
2009,24.60,6/02,11.70,1/21,18.45
2010,35.60,11/10,17.50,2/06,26.39
2011,35.50,11/16,24.05,3/15,29.83
2012,47.60,3/22,27.30,1/13,37.83
2013,36.80,3/21,29.20,7/25,33.02
2014,32.40,1/02,26.60,10/16,29.32
2015,37.80,4/16,21.50,8/25,29.64
2016,39.60,8/15,23.70,1/22,32.11
2017,50.20,3/23,32.10,1/03,42.84
2018,66.70,5/18,41.85,2/09,54.81
