彩富,	5489
Year,最高價,日期,最低價,日期,收盤平均價
2001,27.90,03/29,11.20,11/05,16.15
2002,26.60,01/11,10.00,10/11,17.60
2003,20.30,07/15,11.15,01/22,14.27
2004,26.40,04/01,15.10,01/05,20.63
2005,24.15,03/11,17.40,11/16,19.86
2006,32.00,12/29,17.50,01/23,22.67
2007,79.40,07/25,29.00,01/30,49.64
2008,54.70,01/02,15.50,11/18,36.60
2009,39.85,12/31,18.20,01/09,30.08
2010,44.40,04/06,31.05,11/11,38.14
2011,36.00,01/05,22.80,09/23,28.95
2012,44.20,11/19,26.45,01/02,36.73
2013,86.50,12/18,39.40,01/14,58.08
2014,89.30,03/18,56.00,10/16,75.00
2015,72.40,01/23,43.50,08/24,56.59
2016,56.40,03/23,40.55,10/06,47.39
2017,44.40,01/03,33.50,06/15,37.19
