大慶證,	6021
Year,最高價,日期,最低價,日期,收盤平均價
2003,13.90,04/23,6.45,05/12,9.60
2004,22.10,03/05,9.90,07/20,13.22
2005,12.20,03/01,8.40,10/28,9.96
2006,11.25,05/08,8.10,09/15,9.06
2007,29.25,10/01,9.94,03/12,16.60
2008,25.95,05/19,5.78,10/27,15.50
2009,22.85,12/31,5.86,03/03,13.81
2010,23.65,01/07,13.30,06/09,18.64
2011,21.15,01/05,8.85,12/19,17.19
2012,14.55,03/05,9.12,06/04,11.50
2013,16.00,12/31,9.90,04/16,13.01
2014,18.50,01/10,12.80,10/16,16.12
2015,16.60,04/27,8.10,08/26,13.42
2016,10.95,03/17,7.51,11/09,9.02
2017,12.20,09/19,8.08,01/11,10.39
