青雲,	5386
Year,最高價,日期,最低價,日期,收盤平均價
2000,29.90,06/07,7.10,12/30,17.01
2001,25.00,12/27,6.60,10/03,10.73
2002,40.70,08/20,22.70,01/02,29.39
2003,26.30,01/14,15.80,05/22,20.25
2004,23.40,02/24,4.72,12/30,12.12
2005,6.00,11/23,2.55,05/26,3.76
2006,12.60,11/16,2.93,04/14,6.63
2007,17.75,09/12,4.40,06/29,9.01
2008,15.65,05/27,9.35,02/19,12.51
2009,11.20,07/10,4.38,04/06,6.80
2010,47.05,05/06,7.30,01/13,29.19
2011,26.20,05/31,13.50,09/16,22.29
2012,27.35,11/19,9.30,08/29,17.62
2013,41.10,05/09,18.80,12/06,24.03
2014,30.50,10/22,19.00,08/01,23.10
2015,45.00,03/02,21.10,01/07,30.92
2016,44.50,12/23,18.65,08/18,32.17
2017,84.00,02/14,26.00,03/09,46.28
