慶生,	6210
Year,最高價,日期,最低價,日期,收盤平均價
2003,14.40,02/17,5.75,05/21,7.93
2004,10.05,02/19,4.03,12/30,6.90
2005,7.59,12/29,3.20,09/19,4.16
2006,11.20,12/13,4.77,03/22,7.20
2007,21.80,10/30,9.29,01/03,15.01
2008,43.90,04/21,13.50,12/30,27.47
2009,24.30,10/20,11.45,02/03,18.18
2010,53.90,09/07,16.50,01/27,37.85
2011,64.60,03/11,30.50,08/22,52.13
2012,55.00,09/26,31.60,01/13,46.29
2013,51.70,08/20,39.65,01/08,45.41
2014,49.45,03/27,39.60,10/28,44.98
2015,69.50,04/14,36.35,08/24,55.73
2016,48.70,03/23,30.15,11/14,42.81
2017,46.40,11/09,33.00,01/16,40.97
