光菱,	8032
Year,最高價,日期,最低價,日期,收盤平均價
2003,40.70,10/02,31.30,10/22,36.91
2004,45.00,03/08,22.40,08/13,32.40
2005,48.10,08/24,22.40,01/13,28.49
2006,29.10,01/16,12.50,09/15,19.56
2007,23.00,07/25,14.50,03/06,18.83
2008,18.50,04/22,5.81,12/26,12.40
2009,21.50,12/17,5.60,02/11,15.95
2010,40.50,08/19,15.80,02/06,30.57
2011,37.80,09/20,19.50,08/09,30.47
2012,30.15,03/05,20.60,11/20,24.75
2013,40.35,12/30,22.10,01/08,34.76
2014,42.95,02/13,30.30,10/16,37.85
2015,35.50,03/31,25.85,08/24,31.67
2016,31.70,03/23,23.65,06/27,26.06
2017,27.30,04/06,22.75,10/31,24.56
