矽創,	8016
Year,最高價,日期,最低價,日期,收盤平均價
2003,123.50,12/30,104.50,12/25,113.90
2004,170.00,2/20,66.00,8/05,111.81
2005,132.00,4/07,77.20,8/30,97.47
2006,147.00,5/19,84.10,12/12,107.64
2007,152.50,7/04,88.90,1/02,115.21
2008,117.50,5/16,24.80,11/21,71.17
2009,67.60,12/02,28.50,1/21,51.86
2010,68.90,12/14,45.75,5/25,55.25
2011,73.10,1/05,28.50,8/22,43.07
2012,47.00,2/16,31.55,1/02,38.58
2013,49.70,11/18,34.80,7/11,41.16
2014,83.90,12/24,46.00,1/02,63.13
2015,121.00,3/09,69.60,8/04,95.87
2016,119.00,10/25,79.10,1/07,100.27
2017,103.50,3/17,79.00,12/08,91.11
