亞通,	6179
Year,最高價,日期,最低價,日期,收盤平均價
2002,102.50,05/20,31.70,10/08,54.26
2003,69.50,05/26,30.00,02/14,51.29
2004,64.00,02/19,16.20,11/01,33.66
2005,20.50,03/14,12.50,05/06,15.28
2006,23.10,12/04,14.55,09/14,18.05
2007,22.90,04/14,13.30,12/18,18.77
2008,15.75,01/02,2.46,11/26,8.95
2009,16.00,12/23,2.98,01/05,11.56
2010,19.25,03/22,8.89,11/09,15.48
2011,14.00,06/09,8.29,08/09,11.13
2012,10.80,02/02,6.06,12/25,8.85
2013,15.45,09/26,5.96,02/01,11.89
2014,42.80,12/16,10.90,01/13,29.46
2015,46.45,04/10,33.85,08/04,40.07
2016,54.80,10/26,34.20,01/14,44.95
2017,56.80,01/16,43.35,08/10,50.40
