國泰金,	2882
Year,最高價,日期,最低價,日期,收盤平均價
2001,59.50,12/31,55.50,12/31,57.00
2002,58.50,1/02,34.50,12/17,45.10
2003,58.50,10/22,36.30,1/02,43.93
2004,68.50,3/02,51.00,1/02,60.56
2005,65.00,1/03,55.50,4/21,60.83
2006,78.50,5/10,57.10,3/30,66.40
2007,94.30,7/26,63.50,12/21,74.33
2008,87.60,3/24,28.10,11/21,61.79
2009,62.40,10/19,24.00,3/09,46.28
2010,61.20,1/11,42.75,6/09,50.02
2011,55.40,1/13,28.00,12/20,41.59
2012,37.00,2/10,27.80,6/04,30.96
2013,48.85,12/31,31.15,1/09,41.03
2014,54.10,7/28,42.10,5/06,47.25
2015,56.50,5/05,38.60,8/24,48.47
2016,50.50,12/16,33.60,1/21,39.17
2017,56.20,12/05,46.05,4/20,49.36
2018,56.80,1/16,45.90,12/25,52.23
2019,47.25,1/02,38.85,8/16,42.46
