所羅門,	2359
Year,最高價,日期,最低價,日期,收盤平均價
2000,81.50,4/11,14.80,12/28,44.60
2001,29.20,3/30,9.60,9/19,17.96
2002,26.50,4/17,7.65,12/20,14.87
2003,15.90,7/08,6.85,4/28,10.75
2004,16.00,4/14,6.10,11/02,9.49
2005,6.90,1/03,4.02,10/18,5.62
2006,13.65,5/17,5.50,1/24,8.47
2007,31.60,8/14,9.49,3/05,18.88
2008,27.90,5/21,5.72,11/21,14.14
2009,17.00,12/22,5.68,2/02,10.67
2010,16.25,1/04,11.70,2/06,14.17
2011,14.80,1/13,9.05,12/19,11.87
2012,13.30,10/02,9.50,6/04,10.73
2013,13.95,5/21,11.50,3/05,12.69
2014,23.85,5/08,13.20,1/07,18.50
2015,21.35,3/30,12.15,8/24,16.59
2016,18.20,3/24,13.20,11/11,14.92
2017,25.30,10/23,14.70,1/12,19.44
