聯陽,	3014
Year,最高價,日期,最低價,日期,收盤平均價
2002,31.00,11/14,23.00,12/20,26.56
2003,30.00,1/09,20.40,4/28,25.25
2004,26.20,2/02,11.65,11/02,16.67
2005,32.20,12/29,10.15,1/27,17.10
2006,40.00,11/22,19.20,6/09,27.78
2007,188.00,7/27,37.20,1/02,88.19
2008,130.50,5/07,31.60,11/19,76.46
2009,76.00,12/28,38.50,1/09,59.99
2010,72.80,1/05,45.10,5/26,57.06
2011,62.60,1/04,21.00,12/20,40.82
2012,35.50,2/15,20.30,10/30,25.72
2013,28.60,5/22,20.50,10/02,24.47
2014,42.95,6/06,25.20,2/05,34.43
2015,41.70,3/10,18.30,8/25,32.04
2016,34.40,8/08,24.10,1/18,28.87
2017,39.35,6/03,28.85,1/19,34.60
