國際中橡,	2104
Year,最高價,日期,最低價,日期,收盤平均價
2000,52.50,5/18,12.05,11/23,30.99
2001,21.90,3/13,7.90,7/19,13.11
2002,14.00,3/27,8.20,10/11,11.11
2003,15.30,1/16,8.25,5/02,11.06
2004,14.10,2/11,9.15,6/21,11.20
2005,13.00,9/27,10.40,6/01,11.64
2006,42.20,12/29,12.10,1/04,23.33
2007,54.50,7/18,29.40,12/21,38.09
2008,47.00,4/28,21.65,9/18,34.74
2009,38.00,4/10,27.05,2/05,32.44
2010,35.50,1/12,27.80,2/06,31.14
2011,33.35,8/17,22.00,10/04,28.49
2012,34.10,12/24,26.25,1/13,29.49
2013,33.40,2/27,26.30,11/15,30.32
2014,33.85,12/10,27.50,2/06,30.01
2015,33.30,4/08,21.80,12/14,28.99
2016,29.85,12/19,21.80,1/14,24.44
2017,48.30,11/17,28.15,1/23,35.32
2018,52.80,1/15,32.95,10/25,43.99
2019,45.40,3/04,30.00,11/21,37.08
