兆豐金,	2886
Year,最高價,日期,最低價,日期,收盤平均價
2002,24.60,6/20,13.95,9/30,18.60
2003,21.70,10/29,15.30,8/12,17.68
2004,25.90,3/02,18.20,8/09,21.88
2005,23.20,11/18,18.60,4/21,21.15
2006,25.80,5/09,20.65,1/23,23.14
2007,24.70,1/03,19.00,8/17,21.22
2008,27.50,4/16,7.82,10/28,18.98
2009,21.60,10/01,8.60,3/03,15.61
2010,22.80,12/29,16.00,6/07,19.17
2011,29.55,8/04,17.60,12/20,23.07
2012,24.50,8/06,18.95,1/18,21.92
2013,25.90,2/06,22.00,6/26,24.05
2014,27.00,7/29,22.60,3/24,24.60
2015,28.50,4/29,20.90,12/21,24.81
2016,26.20,8/12,19.05,1/22,22.82
2017,26.40,8/08,22.80,1/03,24.19
2018,27.80,10/09,23.70,2/09,26.05
2019,32.50,7/25,25.20,1/04,29.27
