謚源,	2235
Year,最高價,日期,最低價,日期,收盤平均價
2014,85.00,12/30,68.10,12/15,75.17
2015,147.50,11/24,80.60,01/05,110.47
2016,143.00,04/06,100.00,12/15,123.79
2017,132.50,04/12,89.00,12/20,113.31
