華友聯,	1436
Year,最高價,日期,最低價,日期,收盤平均價
2000,16.50,2/22,2.89,11/20,6.52
2001,6.25,6/06,2.52,7/18,4.36
2002,6.50,4/26,3.72,12/12,4.79
2003,10.15,8/19,5.35,1/02,7.44
2004,10.80,3/15,6.20,6/18,7.58
2005,8.95,1/06,5.43,9/27,6.76
2006,12.85,12/11,6.80,2/13,8.64
2007,14.95,7/19,9.04,12/24,11.39
2008,13.60,4/18,6.34,7/21,8.93
2009,9.59,10/23,6.52,3/31,7.92
2010,10.55,11/10,8.00,2/06,8.74
2011,14.00,9/07,8.60,3/17,10.27
2012,56.90,11/14,11.80,1/03,29.82
2013,69.90,5/22,49.10,6/25,54.02
2014,53.80,1/13,43.75,7/11,48.86
2015,49.00,6/26,37.00,8/24,44.55
2016,44.55,8/08,36.60,8/23,40.19
2017,42.90,11/08,36.60,8/28,38.82
2018,41.80,3/31,35.10,10/03,38.85
2019,44.10,3/26,32.90,8/29,38.83
