力麗,	1444
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.45,2/21,2.15,11/24,7.24
2001,4.78,4/10,2.48,6/04,3.35
2002,9.30,3/27,3.44,1/02,5.79
2003,10.20,1/24,3.93,5/02,6.58
2004,9.15,2/02,4.85,8/05,6.63
2005,7.70,1/03,3.11,11/09,4.55
2006,5.67,12/05,2.80,3/28,3.64
2007,13.10,10/02,4.30,1/12,8.56
2008,11.70,4/17,3.03,10/28,7.20
2009,8.94,12/31,3.63,3/03,5.61
2010,19.40,10/18,6.96,2/06,13.12
2011,18.85,2/08,9.12,12/19,14.27
2012,13.85,3/08,9.61,10/29,11.20
2013,11.85,1/07,9.90,4/16,10.73
2014,11.25,2/24,8.20,12/01,10.00
2015,11.40,4/30,7.78,8/24,9.37
2016,10.10,3/14,7.16,11/14,8.71
2017,12.35,12/14,7.31,5/19,9.59
2018,13.70,1/15,9.33,10/30,10.84
