陽明,	2609
Year,最高價,日期,最低價,日期,收盤平均價
2000,21.70,5/20,10.80,11/21,15.74
2001,15.40,1/08,5.90,9/26,9.50
2002,13.15,12/31,6.40,10/08,8.42
2003,35.50,10/15,12.65,1/02,24.61
2004,44.80,3/19,24.50,5/18,32.30
2005,33.40,3/07,18.30,10/28,26.29
2006,22.40,5/10,15.95,11/08,18.97
2007,31.05,10/03,17.20,2/02,23.61
2008,25.55,5/23,6.66,10/28,17.79
2009,15.30,6/01,8.58,3/02,11.67
2010,29.45,12/31,10.00,2/09,17.31
2011,30.95,1/04,10.10,12/19,19.57
2012,18.20,3/02,10.90,10/30,13.24
2013,15.60,1/10,12.05,7/08,13.30
2014,17.10,12/30,11.95,6/30,13.12
2015,19.25,3/18,7.52,12/14,12.55
2016,9.95,3/08,4.40,12/14,7.40
2017,17.55,8/25,4.86,1/04,11.13
2018,12.55,1/03,7.20,10/12,9.57
