岳豐,	6220
Year,最高價,日期,最低價,日期,收盤平均價
2003,35.50,01/10,18.00,12/18,26.51
2004,20.40,02/12,11.00,11/09,15.87
2005,17.80,07/08,9.90,01/25,13.37
2006,30.00,12/29,13.50,06/21,18.42
2007,33.65,07/25,15.80,11/12,26.32
2008,16.65,01/02,6.10,12/31,12.11
2009,24.20,12/14,6.52,01/05,17.35
2010,29.80,04/29,16.50,02/06,25.07
2011,22.90,08/03,10.30,12/19,18.99
2012,15.60,03/01,9.55,11/22,13.15
2013,13.15,06/07,10.10,01/02,11.74
2014,19.60,12/31,10.65,01/02,14.90
2015,19.55,01/14,10.55,08/25,16.06
2016,61.60,12/29,13.10,01/18,33.17
2017,75.20,02/13,42.30,04/14,61.46
