志聖,	2467
Year,最高價,日期,最低價,日期,收盤平均價
2001,32.70,12/18,15.10,10/16,20.84
2002,32.90,4/02,15.10,12/31,22.95
2003,36.90,8/05,10.20,5/02,16.93
2004,27.10,4/16,16.10,8/09,19.31
2005,20.25,8/10,14.60,10/28,17.41
2006,27.10,12/13,16.70,7/26,19.61
2007,27.70,1/26,15.15,12/18,23.19
2008,19.85,5/22,8.31,10/28,14.77
2009,20.70,12/31,8.02,2/24,11.80
2010,28.00,9/21,15.85,2/06,22.02
2011,31.15,6/17,15.20,12/20,23.84
2012,23.80,3/23,16.50,1/02,20.11
2013,22.25,3/28,18.40,1/02,20.53
2014,32.60,4/11,20.00,2/05,24.32
2015,24.90,1/12,10.30,8/25,17.49
2016,21.50,12/30,11.50,1/14,15.16
2017,29.75,9/15,17.35,5/09,22.71
