柏承,	6141
Year,最高價,日期,最低價,日期,收盤平均價
2003,63.00,12/05,48.00,11/05,54.25
2004,61.00,3/03,25.10,12/28,42.50
2005,36.90,8/01,21.80,9/05,26.44
2006,42.40,11/15,24.50,1/23,29.65
2007,56.00,7/13,32.15,12/18,44.91
2008,42.60,4/23,11.55,11/21,26.61
2009,28.15,12/22,11.70,1/21,17.26
2010,29.20,1/04,19.00,6/10,22.54
2011,26.20,1/05,14.25,11/24,19.38
2012,17.30,3/01,10.80,11/22,13.24
2013,11.90,2/01,10.00,11/22,10.94
2014,14.90,4/24,10.40,10/16,12.07
2015,14.80,1/26,7.13,8/25,10.37
2016,11.20,10/19,7.67,6/24,9.03
2017,21.35,7/27,10.35,1/03,16.89
