上福,	6128
Year,最高價,日期,最低價,日期,收盤平均價
2003,41.70,7/15,29.10,10/21,34.07
2004,38.50,1/13,19.90,12/13,29.03
2005,26.70,2/21,13.75,11/10,18.67
2006,38.50,5/22,14.80,1/03,26.91
2007,37.80,7/19,18.60,12/18,29.74
2008,23.25,4/10,10.35,11/21,16.89
2009,56.80,12/31,12.65,1/07,32.14
2010,56.00,1/04,32.05,11/16,42.23
2011,38.40,3/04,23.30,8/09,31.13
2012,33.05,3/12,23.60,8/03,26.83
2013,36.95,6/21,25.00,1/17,29.81
2014,40.70,6/27,31.20,1/03,34.68
2015,38.35,6/01,29.45,8/25,34.26
2016,48.05,7/22,33.00,1/13,40.28
2017,51.00,10/02,37.15,7/14,41.38
2018,44.00,3/01,26.00,11/15,34.58
2019,37.20,3/27,28.30,1/04,32.75
