佳總,	5355
Year,最高價,日期,最低價,日期,收盤平均價
2000,39.00,04/13,9.30,12/22,24.60
2001,13.55,03/30,4.80,11/01,8.22
2002,20.20,01/30,6.95,12/20,12.48
2003,9.55,06/19,6.85,03/31,7.98
2004,11.20,04/19,7.00,12/28,8.50
2005,7.26,07/25,5.18,08/31,6.22
2006,15.90,05/23,6.29,02/13,11.80
2007,47.55,07/10,14.20,01/02,26.91
2008,17.20,05/23,4.24,10/28,9.61
2009,20.10,12/31,4.95,01/21,12.81
2010,31.40,03/22,13.20,11/05,23.29
2011,20.20,06/15,5.99,12/20,15.38
2012,11.20,12/20,6.21,06/08,8.92
2013,17.85,05/06,10.00,01/17,14.57
2014,15.20,01/08,8.71,12/01,11.76
2015,10.60,01/13,5.78,08/25,8.77
2016,7.39,10/04,4.87,05/13,6.37
2017,8.86,11/09,6.62,01/04,7.70
