惠光,	6508
Year,最高價,日期,最低價,日期,收盤平均價
2004,32.10,04/14,24.40,12/31,27.50
2005,28.55,08/09,21.00,12/21,23.42
2006,22.00,01/17,18.00,08/15,19.31
2007,55.50,07/12,20.00,01/24,32.15
2008,51.90,05/12,17.00,10/27,30.54
2009,33.10,06/06,18.65,01/21,27.25
2010,45.05,08/19,24.50,02/06,34.58
2011,40.30,02/10,22.40,12/20,34.61
2012,32.60,08/17,23.50,01/16,28.95
2013,31.10,09/05,26.20,05/07,29.01
2014,41.05,06/18,29.10,02/06,35.90
2015,36.20,03/23,24.10,08/25,31.83
2016,29.15,05/30,24.00,01/18,26.43
2017,29.00,04/10,25.20,09/26,26.90
